distancia,cant
1104.00,1
1115.40,1
1189.20,1
1217.10,1
1230.80,1
1233.60,1
1238.10,1
1241.20,1
1250.70,1
1251.40,1
1252.30,1
1253.40,1
1259.40,1
1270.30,1
1270.90,1
1281.60,1
1291.20,1
1293.40,1
1297.00,1
1297.40,1
1297.70,1
1299.50,1
1300.40,1
1301.80,1
1302.30,1
1302.80,1
1303.40,1
1304.00,1
1304.90,2
1306.90,1
1307.00,1
1311.20,1
1311.40,1
1316.00,1
1316.70,1
1316.80,1
1318.70,1
1319.20,1
1319.90,1
1322.00,1
1322.70,1
1325.20,1
1325.60,2
1327.40,1
1330.20,1
1331.60,1
1333.50,1
1333.60,1
1335.50,1
1336.20,1
1336.50,1
1336.60,1
1337.90,1
1338.10,1
1339.40,1
1341.20,1
1342.00,1
1344.00,1
1344.10,1
1344.70,1
1345.70,1
1346.50,1
1347.60,1
1348.60,1
1349.40,1
1350.60,1
1350.80,1
1350.90,1
1351.50,1
1352.60,1
1353.00,1
1353.70,1
1354.80,2
1354.90,1
1355.10,1
1356.10,1
1357.10,1
1359.90,1
1360.50,2
1361.00,1
1361.40,2
1361.80,1
1363.10,1
1363.20,1
1364.20,1
1364.30,1
1364.50,1
1365.80,1
1365.90,1
1367.50,1
1368.10,1
1368.20,1
1368.50,1
1368.70,1
1369.60,1
1371.00,1
1371.10,1
1371.30,1
1372.10,1
1372.20,1
1372.70,1
1374.30,1
1375.00,1
1375.80,1
1376.40,1
1378.00,1
1380.20,1
1381.20,1
1381.60,2
1381.70,1
1383.30,1
1383.90,1
1385.70,1
1386.50,1
1386.70,1
1387.40,1
1387.80,1
1388.10,1
1388.20,1
1389.50,1
1389.80,1
1390.20,2
1391.20,2
1391.40,1
1392.40,1
1393.10,1
1393.30,1
1393.40,1
1393.90,1
1394.60,1
1395.00,1
1396.00,1
1396.40,1
1396.80,1
1397.20,1
1398.00,1
1398.80,1
1399.10,1
1399.40,1
1399.80,1
1399.90,1
1400.10,1
1400.60,1
1400.90,1
1401.00,2
1401.10,1
1401.30,1
1402.30,1
1403.30,1
1404.00,2
1404.10,1
1405.20,1
1405.90,1
1407.00,1
1407.30,1
1408.50,1
1409.00,1
1409.70,1
1409.80,1
1410.10,1
1410.40,1
1410.60,1
1411.00,1
1411.30,2
1413.50,1
1413.70,1
1414.10,1
1415.00,1
1415.30,1
1416.50,1
1417.30,1
1417.60,1
1420.40,2
1420.60,3
1421.40,1
1421.50,1
1421.60,1
1422.70,1
1423.00,1
1423.50,1
1423.70,2
1423.80,1
1424.30,1
1424.50,1
1424.60,1
1424.70,1
1426.20,1
1426.30,1
1426.80,1
1427.30,1
1428.00,1
1428.40,1
1428.50,1
1429.20,1
1429.70,2
1430.00,1
1430.20,1
1430.60,2
1431.30,1
1431.60,2
1431.90,1
1432.10,1
1432.20,1
1432.50,1
1432.70,1
1432.80,1
1433.10,1
1433.30,1
1433.40,1
1433.60,1
1433.80,1
1433.90,1
1434.00,1
1434.70,1
1435.00,1
1435.80,1
1436.70,1
1437.70,2
1438.00,1
1438.20,1
1438.40,1
1438.70,1
1439.30,1
1439.50,1
1440.60,1
1440.70,1
1441.00,1
1441.10,1
1441.20,1
1441.30,1
1442.10,1
1442.50,1
1442.70,2
1443.40,1
1443.50,1
1443.80,1
1444.20,1
1444.30,1
1444.40,1
1444.90,1
1445.20,1
1445.30,1
1446.70,2
1446.90,1
1447.20,1
1447.70,1
1447.90,1
1448.70,1
1448.80,1
1449.60,1
1449.80,1
1450.20,1
1450.50,1
1450.60,1
1451.70,1
1451.90,1
1452.50,1
1453.20,1
1453.60,2
1453.70,3
1453.80,1
1454.00,1
1454.30,1
1454.60,1
1455.00,1
1455.20,1
1455.30,1
1455.60,1
1456.20,1
1456.60,1
1457.20,1
1457.50,1
1458.40,1
1459.20,1
1459.40,1
1459.60,1
1460.00,1
1460.30,1
1460.40,1
1460.50,2
1460.60,1
1460.80,1
1461.40,1
1461.80,1
1462.20,1
1462.30,1
1462.40,1
1462.50,1
1462.80,2
1463.00,1
1463.30,1
1463.70,1
1463.80,2
1463.90,1
1464.00,1
1464.50,2
1465.20,1
1466.00,1
1466.20,1
1466.40,1
1466.50,1
1467.00,1
1467.50,2
1467.60,1
1467.90,1
1468.20,1
1468.90,2
1469.00,1
1469.60,1
1469.70,1
1470.00,1
1470.20,3
1470.40,1
1470.60,1
1471.00,1
1471.20,2
1471.60,1
1471.70,1
1471.90,1
1472.80,1
1473.10,1
1473.20,2
1473.40,1
1473.60,2
1473.70,3
1473.80,1
1474.10,1
1474.50,2
1474.60,2
1474.80,1
1475.20,2
1475.30,1
1475.70,1
1476.00,1
1476.10,1
1476.40,1
1476.90,2
1477.40,1
1477.60,2
1477.70,1
1478.00,1
1478.10,1
1478.50,1
1478.60,1
1478.80,1
1479.20,1
1479.50,1
1479.70,1
1479.80,1
1480.30,1
1480.40,1
1480.50,2
1480.60,1
1480.70,1
1480.90,1
1481.00,1
1481.10,1
1481.30,2
1481.40,3
1481.70,2
1481.80,1
1481.90,1
1482.50,1
1482.80,2
1483.10,1
1483.40,1
1484.00,1
1484.80,1
1485.00,1
1485.60,1
1485.80,1
1486.50,2
1487.50,1
1487.60,1
1487.80,2
1487.90,1
1488.30,1
1488.50,1
1488.70,3
1489.40,1
1489.50,2
1489.60,1
1489.80,1
1490.00,1
1490.20,2
1490.50,1
1490.60,1
1490.70,1
1491.10,1
1491.30,4
1491.50,2
1491.80,1
1491.90,1
1492.10,1
1492.20,2
1492.30,1
1492.50,1
1492.60,1
1493.00,1
1493.20,1
1493.40,2
1493.80,1
1494.00,2
1494.30,1
1494.40,1
1494.60,2
1494.70,3
1494.90,1
1495.20,1
1495.40,1
1495.50,1
1495.60,1
1495.70,1
1495.80,1
1495.90,3
1496.00,1
1496.60,1
1496.70,1
1496.80,1
1497.20,1
1497.30,1
1497.40,1
1497.60,2
1497.70,1
1497.80,2
1498.00,1
1498.10,1
1498.20,1
1498.50,2
1498.70,1
1498.80,2
1500.10,1
1500.20,1
1500.60,1
1500.70,2
1500.80,1
1500.90,2
1501.00,1
1501.10,2
1501.20,1
1501.40,1
1501.60,2
1501.80,2
1502.00,1
1502.10,1
1502.20,1
1502.30,1
1502.50,1
1502.70,1
1502.90,1
1503.10,1
1503.20,1
1503.60,1
1504.10,1
1504.50,1
1504.70,2
1504.80,2
1505.00,1
1505.50,2
1505.60,2
1505.70,1
1505.80,1
1506.00,1
1506.10,1
1506.60,1
1506.70,1
1506.80,1
1507.00,1
1507.30,1
1507.40,1
1507.80,2
1508.00,1
1508.50,2
1508.80,1
1508.90,1
1509.00,3
1509.20,1
1509.30,1
1509.40,3
1509.60,1
1509.90,1
1510.40,1
1510.70,2
1510.90,1
1511.40,1
1511.50,1
1511.60,1
1511.80,1
1512.00,2
1512.20,1
