distancia,cant
1917.60,1
1976.70,1
1989.20,1
1994.20,1
2000.90,1
2038.00,1
2039.20,1
2041.40,1
2056.10,1
2060.90,1
2061.10,1
2061.20,1
2072.00,1
2078.70,1
2099.80,1
2108.40,1
2116.20,1
2121.10,1
2122.30,1
2123.40,1
2125.40,1
2128.30,1
2128.80,1
2130.10,1
2133.20,1
2138.20,1
2141.10,1
2141.30,1
2142.00,1
2143.20,1
2151.10,1
2157.90,1
2158.00,1
2161.00,1
2163.30,1
2163.50,1
2164.30,1
2166.00,1
2169.80,1
2170.30,1
2170.70,1
2174.90,1
2175.80,1
2179.50,1
2184.30,1
2188.40,1
2190.30,1
2193.10,1
2196.50,1
2199.00,1
2201.30,1
2202.40,1
2205.50,1
2205.80,1
2206.30,1
2212.20,1
2213.50,1
2214.10,1
2214.60,1
2215.40,1
2215.50,1
2216.00,1
2219.60,1
2220.80,1
2221.10,1
2221.20,1
2221.50,1
2222.50,1
2222.60,1
2222.70,1
2223.00,1
2223.20,1
2224.20,1
2224.40,1
2226.00,1
2226.70,1
2227.90,1
2228.40,1
2230.40,1
2230.80,1
2231.20,1
2231.70,1
2232.70,1
2234.70,1
2235.40,1
2239.10,1
2242.40,1
2245.50,1
2245.80,1
2248.00,1
2250.70,1
2251.80,2
2252.20,1
2252.30,1
2252.60,1
2252.90,1
2253.00,1
2254.10,2
2254.70,1
2255.20,1
2255.80,1
2257.10,1
2259.10,1
2259.50,1
2260.90,1
2261.30,1
2262.20,1
2262.70,1
2263.00,1
2264.40,1
2264.80,1
2265.30,1
2266.80,1
2266.90,1
2267.20,1
2267.90,1
2268.90,1
2270.10,1
2270.30,1
2270.40,1
2272.10,1
2272.30,2
2273.40,1
2273.70,1
2273.90,1
2274.80,1
2279.50,1
2280.90,1
2281.30,1
2282.00,1
2282.30,1
2283.10,1
2283.30,2
2283.50,1
2284.40,1
2284.70,1
2285.70,1
2286.00,1
2286.90,1
2287.00,1
2288.00,1
2288.60,1
2290.30,1
2290.50,1
2290.70,1
2291.00,1
2291.20,1
2291.40,1
2292.60,1
2292.80,1
2293.40,1
2295.60,1
2295.80,1
2296.30,1
2296.60,1
2297.50,2
2297.80,2
2298.70,1
2299.40,1
2299.60,1
2299.70,1
2300.20,2
2300.50,1
2302.10,1
2303.10,1
2304.00,2
2304.30,2
2304.60,1
2305.60,1
2306.80,1
2307.10,1
2307.20,1
2307.40,1
2307.80,1
2308.30,1
2308.80,1
2309.30,2
2309.50,2
2310.00,1
2310.20,1
2311.30,1
2312.10,1
2312.20,1
2312.40,1
2312.60,1
2314.40,1
2314.70,1
2315.00,1
2315.30,1
2316.00,1
2316.30,1
2316.90,1
2317.40,2
2318.20,1
2318.30,1
2318.70,1
2318.80,2
2319.30,1
2319.50,1
2320.50,1
2320.90,2
2321.50,1
2321.70,1
2323.00,1
2323.20,1
2323.30,1
2323.40,1
2324.10,1
2326.10,1
2326.20,1
2326.40,1
2327.20,1
2327.40,1
2327.70,2
2328.50,1
2328.60,1
2330.10,1
2330.40,1
2330.60,2
2330.80,1
2331.00,1
2331.60,1
2331.70,1
2333.50,1
2333.60,1
2333.80,1
2334.30,1
2334.90,1
2335.00,1
2335.30,1
2335.50,1
2335.80,1
2336.30,1
2336.50,1
2337.20,1
2339.50,1
2339.60,1
2339.70,1
2340.00,1
2340.60,2
2340.80,1
2341.10,1
2341.30,1
2341.80,1
2342.00,1
2342.70,1
2342.90,1
2343.00,1
2343.10,1
2343.30,2
2343.50,1
2343.90,1
2344.10,1
2344.50,1
2344.60,1
2345.70,1
2346.50,1
2346.80,1
2347.00,1
2347.90,2
2348.20,1
2348.40,1
2348.70,1
2349.00,1
2349.30,1
2349.40,1
2349.60,1
2349.90,1
2350.10,1
2350.60,1
2350.90,1
2351.40,1
2351.60,1
2352.60,1
2353.00,1
2353.80,1
2354.00,1
2354.40,1
2355.00,1
2355.20,1
2355.50,1
2355.90,2
2356.20,1
2356.30,1
2356.60,1
2356.70,1
2356.80,1
2357.60,1
2358.50,1
2359.20,1
2359.30,2
2360.00,2
2360.20,2
2360.50,1
2360.80,1
2361.00,1
2361.10,1
2361.90,1
2362.30,1
2363.00,1
2363.60,1
2364.40,1
2364.90,1
2365.30,1
2365.70,1
2365.80,1
2366.10,1
2366.60,2
2366.90,1
2367.00,1
2367.20,1
2367.80,1
2368.10,1
2368.90,1
2369.10,1
2369.70,1
2369.80,1
2370.00,1
2370.30,1
2370.40,1
2371.00,2
2371.30,1
2371.40,2
2371.50,1
2371.60,1
2371.80,1
2372.00,1
2372.60,1
2372.70,1
2373.50,3
2374.40,1
2374.80,1
2374.90,2
2375.00,1
2375.30,1
2375.90,1
2376.00,1
2376.30,1
2376.60,1
2376.70,1
2377.10,1
2377.60,1
2377.70,1
2378.10,1
2378.30,1
2378.40,2
2378.50,1
2378.70,2
2378.80,1
2379.00,1
2379.10,2
2379.30,1
2379.60,1
2380.00,1
2380.20,1
2380.50,2
2380.60,2
2381.00,1
2381.20,1
2381.30,1
2381.40,1
2381.60,1
2381.70,1
2382.60,1
2382.70,2
2383.10,1
2383.70,1
2383.80,1
2384.00,1
2384.10,1
2384.20,1
2384.30,1
2384.40,1
2384.50,1
2384.60,1
2384.90,1
2385.30,1
2385.40,1
2385.50,3
2385.80,1
2386.00,2
2386.40,1
2386.70,1
2386.90,1
2387.10,1
2387.30,2
2387.50,2
2388.00,1
2388.10,1
2388.20,1
2388.40,1
2388.50,2
2388.70,2
2388.80,1
2389.00,1
2389.30,1
2389.70,1
2389.80,1
2390.00,1
2390.20,1
2390.50,2
2391.00,1
2391.30,1
2391.80,1
2392.10,2
2392.30,1
2392.60,1
2392.70,1
2393.00,1
2393.60,1
2393.70,2
2393.80,1
2394.10,1
2394.60,1
2394.80,1
2395.00,1
2395.10,1
2396.30,1
2396.40,1
2396.60,1
2396.70,1
2397.10,4
2397.30,1
2397.40,1
2397.50,2
2397.70,2
2397.90,1
2398.30,1
2398.60,1
2399.10,1
2399.70,1
2400.10,1
2400.40,3
2401.00,1
2401.10,1
2401.50,1
2401.70,1
2402.20,1
2402.30,2
2402.40,2
2402.80,1
2403.00,1
2403.10,2
2403.20,1
2403.30,1
2403.50,1
2403.70,1
2403.90,1
2404.20,1
2404.30,1
2405.30,3
2405.70,1
2405.80,1
2405.90,1
2406.10,3
2406.30,1
2406.40,2
2406.60,1
2407.00,1
2407.20,2
2407.30,2
2407.60,1
2408.00,1
2408.10,1
2408.60,1
2409.00,1
2409.10,1
2409.30,1
2409.50,1
2409.90,1
2410.10,1
2410.40,1
2410.60,1
2410.70,1
2410.90,1
2411.00,2
2411.10,2
2411.40,1
2411.90,2
2412.00,3
2412.20,1
2412.30,1
2413.00,1
2413.10,1
2413.40,2
2413.90,1
2414.00,2
2414.10,2
2414.40,2
2414.60,2
2414.70,1
2414.90,3
2415.00,1
2415.10,2
2415.20,1
2415.30,1
2415.40,1
2415.50,1
2415.70,2
2415.80,1
2415.90,1
2416.20,2
2416.40,1
2416.80,1
2416.90,1
2417.70,1
2417.90,1
2418.20,1
2418.50,1
2418.60,1
2418.90,1
2419.40,3
2419.50,1
2419.70,1
2419.90,2
2420.00,2
2420.20,1
2420.40,1
2420.60,1
2420.90,1
2421.00,1
2421.20,1
2421.40,1
2421.60,2
2422.20,2
2422.80,1
2422.90,2
2423.10,1
2423.20,3
2423.60,1
2423.80,1
2424.00,1
2424.10,1
2424.20,1
2424.50,1
2424.80,1
2424.90,1
2425.50,2
2425.60,1
2425.70,1
2425.80,1
2426.00,1
2426.20,1
2426.60,1
2427.00,1
2427.30,1
2427.40,1
2427.50,1
2427.60,2
2427.70,3
2427.80,2
2428.00,1
2428.20,1
2428.40,2
2428.70,2
2428.80,2
2429.10,1
2429.30,1
2429.40,1
2430.20,1
2430.30,1
2431.00,1
2431.10,1
2432.00,2
2432.10,1
2432.20,1
2432.30,2
2432.50,2
2433.30,1
2433.70,1
2433.90,2
2434.00,2
2434.60,1
2434.80,1
2435.10,1
2435.20,1
2435.40,1
2435.50,1
2435.70,1
2435.90,2
2436.00,1
2436.10,1
2436.70,2
2437.10,2
2437.30,1
2437.40,1
2437.50,1
2437.90,1
2438.10,1
2438.20,1
2438.30,1
2438.40,1
2438.60,1
2438.70,2
2439.00,1
2439.20,1
2439.30,1
2439.60,1
2439.80,1
2439.90,1
2440.00,1
2440.30,3
2440.70,2
2441.20,4
2441.30,1
2441.40,1
2441.50,1
2441.80,2
2442.00,1
2442.80,1
2442.90,1
2443.10,1
2443.20,2
2443.40,1
2443.50,1
2443.60,1
2443.70,2
2443.80,1
2444.00,1
2444.60,1
2444.90,1
2445.20,1
2445.30,1
2445.70,1
2445.90,1
2446.60,2
2447.10,1
2447.30,1
2447.50,2
2447.60,1
2447.80,1
2447.90,1
2448.00,1
2448.10,2
2448.50,1
2448.90,2
2449.10,1
2449.20,1
2449.30,2
2449.40,1
2449.60,1
2449.80,1
2450.20,1
2450.40,1
2450.60,2
