distancia,cant
1638.30,1
1741.20,1
1822.10,1
1835.60,1
1851.90,1
1857.10,1
1857.70,1
1862.40,1
1868.10,1
1882.40,1
1885.70,1
1895.60,1
1895.90,1
1902.80,1
1904.40,1
1907.00,1
1908.60,1
1912.90,1
1916.00,1
1922.40,1
1924.80,1
1925.90,1
1927.40,1
1929.80,1
1932.70,1
1932.90,1
1940.30,1
1945.80,1
1948.60,1
1951.60,1
1955.90,1
1956.00,1
1956.40,1
1959.00,1
1959.60,1
1962.50,1
1963.20,1
1963.90,1
1964.80,1
1966.90,1
1967.20,1
1969.20,1
1969.60,1
1972.90,1
1984.10,1
1984.90,1
1985.10,1
1985.20,1
1986.70,1
1987.90,1
1988.30,1
1989.00,1
1990.20,1
1990.80,1
1994.40,1
1994.80,3
1995.20,1
1996.70,1
1996.80,1
1997.00,1
1998.40,1
2001.90,1
2004.30,1
2004.70,1
2008.80,1
2010.60,1
2011.80,1
2012.70,1
2013.40,1
2013.70,1
2014.40,1
2014.50,1
2015.30,2
2017.10,2
2017.40,1
2018.40,1
2019.40,2
2020.20,1
2020.40,1
2021.40,1
2021.90,1
2024.40,1
2024.60,1
2025.50,1
2026.00,1
2027.30,1
2030.50,1
2030.60,1
2030.90,2
2031.50,1
2032.10,1
2033.70,1
2034.80,1
2035.00,1
2035.20,1
2035.30,1
2036.40,1
2038.00,1
2038.50,1
2038.90,1
2039.60,1
2040.90,1
2041.90,1
2046.90,1
2048.40,1
2049.10,1
2051.00,1
2051.10,1
2051.50,1
2052.00,1
2053.30,1
2053.40,1
2054.70,1
2055.20,1
2055.40,1
2056.00,1
2056.60,1
2057.40,1
2057.60,1
2058.50,1
2059.10,1
2059.60,1
2060.00,2
2060.20,1
2060.50,1
2060.60,1
2061.30,1
2061.90,1
2062.60,1
2064.40,1
2064.50,1
2064.60,1
2064.90,1
2066.00,1
2067.60,1
2068.20,1
2068.50,1
2068.70,2
2069.40,1
2071.20,1
2071.30,1
2071.80,1
2072.20,1
2074.30,1
2074.40,1
2074.50,1
2074.60,2
2076.40,1
2076.50,1
2076.90,1
2077.60,1
2077.80,2
2078.20,2
2078.60,1
2079.30,1
2079.60,1
2080.70,1
2080.90,1
2081.00,1
2081.20,1
2081.90,1
2082.10,1
2082.30,1
2083.00,1
2083.60,1
2083.80,1
2084.90,1
2085.20,1
2087.30,1
2087.60,1
2088.60,2
2089.40,1
2089.80,1
2091.20,1
2091.60,2
2092.40,1
2092.60,1
2092.80,1
2093.10,1
2093.60,1
2094.60,1
2095.40,1
2095.80,2
2096.40,1
2097.00,1
2097.70,2
2098.10,1
2099.10,1
2099.60,1
2101.90,1
2103.00,1
2103.80,1
2103.90,1
2104.60,1
2104.70,1
2104.80,1
2105.00,1
2105.50,1
2106.20,1
2106.80,1
2107.30,1
2107.40,1
2108.00,1
2108.20,1
2108.50,1
2110.10,1
2110.20,1
2110.30,1
2110.60,1
2111.70,1
2112.50,1
2112.70,1
2113.30,1
2114.90,1
2115.20,1
2115.50,1
2116.00,1
2116.50,1
2117.00,1
2117.80,1
2117.90,2
2119.00,1
2119.10,1
2119.40,1
2120.00,1
2120.90,1
2121.90,1
2122.80,1
2123.00,1
2123.10,2
2124.50,1
2124.70,1
2125.00,1
2125.60,1
2125.90,1
2126.10,1
2126.20,1
2126.30,1
2126.40,1
2126.50,1
2127.00,1
2127.10,1
2127.40,1
2127.50,2
2127.90,1
2128.20,1
2128.90,1
2129.20,1
2129.80,1
2130.90,1
2131.10,2
2132.10,1
2132.40,1
2132.70,1
2133.00,1
2133.20,1
2133.80,1
2133.90,2
2135.50,2
2135.80,1
2137.00,1
2137.40,1
2137.50,1
2137.80,1
2138.10,1
2138.70,1
2139.50,1
2139.80,1
2140.20,2
2140.40,1
2140.90,1
2141.20,1
2141.30,2
2141.40,1
2141.70,1
2142.00,2
2142.30,2
2142.70,2
2143.30,1
2143.80,1
2144.30,1
2145.30,1
2145.60,1
2145.80,1
2146.30,1
2146.90,1
2147.50,1
2147.70,2
2148.30,2
2149.60,1
2149.80,2
2149.90,1
2150.30,1
2150.80,2
2151.30,1
2151.60,1
2152.20,1
2152.30,2
2152.40,1
2152.50,1
2152.90,2
2153.60,1
2154.10,1
2155.60,2
2155.70,1
2155.90,1
2156.40,1
2156.50,1
2157.30,1
2157.40,1
2157.60,1
2158.40,1
2158.50,1
2159.00,1
2159.50,1
2159.60,1
2159.70,2
2160.30,1
2160.40,1
2160.50,1
2160.70,3
2160.90,1
2161.30,1
2161.60,1
2161.90,1
2162.00,1
2162.10,3
2163.10,1
2163.50,1
2163.60,1
2164.00,1
2164.90,2
2165.20,2
2165.30,1
2165.60,1
2166.10,1
2166.70,1
2166.80,1
2167.20,1
2167.40,1
2167.80,1
2168.30,1
2168.50,1
2168.60,3
2169.40,1
2169.60,1
2169.80,2
2170.00,1
2170.60,2
2171.00,1
2171.10,1
2171.30,1
2171.50,1
2171.70,1
2172.60,1
2172.70,1
2173.00,2
2173.30,1
2173.60,1
2173.70,1
2173.90,1
2174.20,1
2174.60,1
2174.80,1
2175.20,2
2175.30,1
2175.40,2
2175.70,1
2176.00,1
2176.40,2
2176.50,1
2176.70,1
2176.80,2
2177.50,1
2177.70,2
2177.80,2
2178.30,1
2178.50,1
2178.70,2
2178.80,1
2178.90,1
2179.10,1
2179.40,1
2179.80,1
2180.20,1
2180.80,1
2181.10,1
2181.30,1
2181.40,1
2181.50,2
2181.70,1
2181.80,1
2182.10,1
2182.70,1
2183.30,2
2183.70,2
2183.80,1
2183.90,1
2184.30,1
2184.40,2
2184.60,1
2185.80,1
2186.50,2
2186.70,1
2187.30,1
2187.50,1
2188.10,1
2188.70,1
2189.00,1
2189.40,1
2189.70,1
2189.80,1
2190.50,1
2191.00,1
2191.10,1
2191.80,1
2192.50,3
2192.70,1
2193.00,1
2193.40,1
2193.60,2
2194.00,1
2194.20,1
2194.50,1
2194.90,2
2195.00,1
2195.10,1
2195.30,1
2195.40,1
2195.70,2
2196.10,1
2196.40,1
2196.50,1
2197.00,1
2197.20,1
2197.40,2
2197.50,1
2197.70,1
2197.80,1
2198.60,1
2199.00,1
2199.30,1
2199.40,2
2199.60,1
2199.70,1
2200.00,1
2200.20,1
2200.40,1
2200.50,1
2200.60,2
2200.70,1
2201.00,1
2201.30,1
2201.60,1
2201.80,2
2202.00,1
2202.10,1
