distancia,cant
263.30,1
346.20,1
355.20,1
380.80,1
407.70,1
419.60,1
447.10,1
450.90,1
453.80,1
454.70,1
458.80,1
466.00,1
468.00,2
475.30,1
489.90,1
492.80,1
493.20,1
496.60,1
501.40,1
512.10,1
530.60,1
533.40,2
536.60,1
541.90,1
544.70,1
545.50,1
546.90,1
547.80,1
549.90,1
551.00,1
551.10,2
556.10,1
559.40,1
559.50,1
562.00,1
566.30,1
567.30,1
568.70,1
569.00,1
570.70,1
571.70,1
573.00,1
574.50,1
575.50,1
577.30,2
578.10,1
581.20,1
581.60,1
582.20,1
583.80,1
584.10,1
584.50,1
585.00,1
588.20,1
589.00,1
591.30,1
594.00,1
594.50,1
596.10,1
598.30,1
600.10,1
601.20,1
604.40,1
604.80,1
606.40,1
608.00,1
610.40,1
612.90,1
614.20,1
615.50,1
615.70,1
619.30,1
619.50,1
620.00,1
620.40,1
620.50,1
621.20,1
621.30,1
622.00,1
623.20,1
623.60,1
625.30,1
625.80,1
626.60,1
627.70,1
628.70,1
628.80,1
629.10,1
630.00,1
630.50,1
630.80,1
631.20,1
632.20,1
632.40,1
632.90,1
633.10,1
635.50,1
635.60,1
635.90,1
636.30,1
637.60,1
639.10,1
639.40,1
640.00,1
640.40,1
640.60,1
641.80,1
642.60,1
643.40,1
644.70,1
645.10,1
645.50,1
645.70,1
646.00,1
646.30,1
646.60,1
649.60,1
650.80,1
651.00,1
654.20,1
654.70,1
654.90,1
655.00,1
655.10,1
655.80,1
656.60,1
658.70,1
659.70,1
659.80,1
660.10,1
660.20,1
660.50,1
661.00,1
661.60,1
661.90,1
662.80,1
663.30,1
663.60,1
664.10,1
665.50,1
666.80,1
668.10,1
668.90,2
669.50,1
669.70,1
670.40,1
670.50,1
670.70,1
671.30,1
671.70,1
671.90,1
672.50,1
672.60,1
673.20,1
673.50,1
673.70,1
674.00,2
674.70,1
676.00,1
676.30,1
676.40,1
678.20,1
678.30,1
678.50,1
678.90,1
679.00,1
679.30,1
679.40,1
680.50,1
680.70,1
681.50,1
682.00,1
682.80,1
683.30,2
683.40,1
683.80,1
683.90,1
684.90,1
685.10,3
685.90,1
686.10,1
686.30,1
686.50,1
687.20,2
687.40,1
688.60,2
689.00,1
689.30,1
689.50,2
689.60,2
689.80,1
690.20,1
690.60,1
690.80,1
691.20,2
691.70,1
691.80,1
692.10,2
692.30,1
692.60,3
693.60,1
693.80,1
693.90,1
695.10,1
695.20,2
695.40,1
695.50,1
695.90,1
696.30,1
696.80,1
697.00,2
697.60,1
697.80,1
698.00,1
699.10,1
699.40,2
699.70,2
700.00,1
700.60,1
701.60,1
702.00,1
702.60,1
703.60,1
703.70,4
705.00,1
705.20,1
705.30,1
705.50,1
705.60,1
706.70,1
706.90,1
707.20,1
707.30,1
707.80,2
708.20,1
709.30,1
709.40,4
709.50,1
710.80,1
711.50,1
711.80,1
712.20,1
712.30,1
712.50,2
712.80,1
713.70,1
714.30,1
714.70,1
714.80,1
714.90,1
716.00,1
716.10,2
716.60,1
717.20,1
717.40,1
718.30,1
718.70,1
718.80,1
718.90,1
719.60,1
