distancia,cant
1249.30,1
1326.70,1
1348.50,1
1364.30,1
1415.40,1
1417.70,1
1419.40,1
1421.00,1
1421.20,1
1428.60,1
1437.60,1
1459.10,1
1459.60,1
1464.10,1
1467.60,1
1468.00,1
1468.70,1
1472.00,1
1485.70,1
1486.40,1
1494.60,1
1495.20,1
1496.40,1
1499.70,1
1506.50,1
1508.50,1
1509.00,1
1509.70,1
1509.80,1
1510.00,1
1511.40,1
1518.60,1
1520.00,1
1521.70,1
1522.80,1
1523.80,1
1529.00,1
1533.10,1
1537.60,1
1538.60,1
1542.80,1
1543.50,1
1544.50,1
1546.00,1
1547.00,1
1549.10,2
1549.30,1
1550.00,1
1550.30,1
1553.60,1
1556.20,2
1557.40,1
1557.60,1
1559.00,1
1559.40,1
1560.80,1
1562.10,1
1563.50,1
1565.30,1
1567.80,1
1572.10,1
1573.90,1
1577.80,1
1578.30,1
1582.40,2
1583.10,1
1584.70,1
1584.80,1
1585.90,1
1587.80,1
1588.00,1
1588.10,1
1589.50,1
1589.90,1
1590.40,2
1591.30,1
1593.70,1
1593.80,1
1594.70,1
1595.00,1
1595.90,1
1596.60,1
1597.10,1
1597.60,2
1598.00,1
1598.50,1
1598.70,1
1599.50,1
1601.50,1
1602.20,1
1605.60,1
1605.80,1
1606.00,1
1606.10,1
1606.60,1
1607.90,1
1609.00,1
1609.70,1
1610.30,1
1610.40,1
1610.70,1
1611.10,1
1612.10,1
1612.60,1
1614.30,1
1614.60,2
1614.70,2
1615.20,1
1616.30,1
1617.40,1
1617.90,1
1618.10,1
1618.20,1
1618.60,1
1618.70,1
1620.70,1
1621.00,1
1621.80,1
1623.90,1
1624.60,1
1624.90,1
1625.30,1
1625.70,1
1626.00,1
1627.00,1
1627.30,2
1627.60,1
1628.30,1
1628.90,1
1629.00,1
1629.30,1
1630.10,1
1630.50,1
1630.70,1
1630.80,1
1631.00,1
1631.10,1
1631.30,1
1633.10,1
1634.30,1
1634.40,1
1636.30,1
1636.40,1
1636.80,1
1637.10,1
