distancia,cant
928.20,1
930.90,1
933.80,1
965.70,1
1003.20,1
1006.40,1
1012.20,1
1013.60,1
1031.00,1
1045.30,1
1045.80,1
1056.70,1
1059.20,1
1063.80,1
1064.80,1
1072.50,1
1078.40,1
1082.10,1
1096.80,1
1105.50,1
1106.80,1
1107.10,1
1113.10,1
1116.70,1
1117.30,1
1117.90,1
1119.60,1
1122.50,1
1122.90,1
1123.30,1
1125.00,1
1127.20,1
1127.90,1
1128.80,1
1129.00,1
1131.60,1
1132.70,1
1132.80,1
1135.30,1
1135.70,1
1136.50,1
1139.70,1
1140.00,1
1145.00,1
1146.30,1
1148.50,1
1149.50,1
1154.70,1
1155.80,1
1159.10,1
1159.30,1
1159.50,1
1159.80,1
1161.00,1
1165.40,2
1165.70,1
1165.80,1
1166.10,1
1166.80,1
1167.40,1
1169.30,1
1169.50,1
1170.30,1
1173.00,1
1173.10,1
1174.40,1
1174.80,1
1175.60,1
1176.70,1
1179.60,1
1180.60,1
1181.40,1
1182.30,1
1183.30,1
1184.70,1
1185.90,1
1187.00,1
1188.20,1
1189.90,1
1190.00,1
1193.30,1
1195.00,1
1195.80,1
1198.40,1
1199.90,1
1201.60,1
1203.00,1
1204.70,1
1208.30,2
1208.50,1
1213.00,1
1214.60,1
1217.60,1
1218.90,1
1219.20,1
1219.60,1
1219.90,1
1220.10,1
1222.30,1
1222.90,1
1226.10,1
1226.30,2
1226.40,1
1227.00,1
1227.30,1
1227.50,1
1228.30,1
1228.70,1
1229.50,1
1231.20,1
1231.40,1
1231.80,1
1232.00,1
1232.40,1
1233.50,1
1234.00,2
1234.20,2
1234.60,1
1234.90,1
1236.30,1
1237.30,1
1237.60,1
1237.80,1
1238.50,1
1239.20,1
1239.50,1
1240.50,1
1241.10,1
1241.20,1
1243.00,1
1243.60,1
1244.10,2
1244.40,1
1245.40,1
1245.70,1
1247.00,1
1248.10,1
1249.40,1
1250.40,1
1251.00,1
1251.50,2
1251.60,1
1251.70,1
1252.00,1
1252.50,1
1252.90,1
1253.10,1
1254.70,1
1255.00,1
1255.40,1
1257.80,1
1258.00,1
1258.30,1
1259.20,2
1259.60,1
1259.70,1
1261.30,1
1262.70,1
1262.90,1
1264.40,1
1264.70,1
1265.50,1
1265.60,1
1265.80,1
1266.50,1
1266.80,1
1267.60,1
1268.10,1
1270.00,1
1270.10,1
1270.80,1
1270.90,1
1272.70,1
1272.80,1
1273.00,1
1274.20,1
1274.90,1
1275.20,1
1275.80,1
1275.90,2
1276.80,1
1276.90,2
1277.80,1
1278.60,1
1278.90,1
1279.80,1
1280.30,1
1280.40,1
1280.60,1
1281.10,1
1281.90,1
1282.10,1
1282.60,1
1283.60,1
1284.50,1
1284.60,1
1285.50,1
1285.70,2
1286.10,2
1286.50,1
1286.70,1
1287.00,1
1287.50,1
1287.80,1
1288.40,3
