distancia,cant
2039.00,1
2046.80,1
2093.10,1
2100.90,1
2117.40,1
2120.90,1
2126.90,1
2129.50,1
2151.60,1
2152.10,1
2162.50,1
2165.40,1
2172.30,1
2173.90,1
2174.50,1
2175.50,1
2178.10,1
2180.50,1
2180.70,1
2181.10,1
2191.60,1
2195.50,1
2199.20,1
2199.40,1
2206.10,1
2206.70,1
2207.90,1
2208.50,1
2209.80,1
2212.20,1
2212.90,1
2213.90,1
2216.00,1
2216.30,1
2221.50,1
2222.50,1
2222.70,1
2223.30,1
2224.00,1
2227.50,1
2229.10,1
2230.80,1
2233.00,1
2234.60,1
2235.30,1
2236.10,1
2236.80,1
2238.50,1
2239.30,1
2239.40,1
2240.00,1
2244.30,1
2245.30,1
2245.60,1
2246.00,1
2246.70,1
2247.20,1
2258.40,1
2258.80,1
2261.60,1
2262.60,1
2264.20,1
2265.00,1
2270.60,1
2272.80,2
2273.40,1
2274.30,1
2275.20,1
2275.60,1
2276.70,1
2276.90,1
2277.50,1
2278.00,1
2278.20,1
2281.50,1
2282.30,1
2283.30,1
2285.40,1
2285.70,1
2287.40,1
2287.90,1
2288.40,1
2292.40,1
2293.50,1
2294.50,1
2295.80,1
2296.00,1
2296.60,1
2296.80,1
2297.40,1
2298.10,1
2298.90,1
2300.00,1
2300.80,1
2301.50,1
2301.60,1
2301.90,1
2303.40,1
2304.20,2
2304.90,1
2305.50,2
2305.90,2
2308.00,1
2308.20,1
2309.40,1
2309.60,1
2310.60,1
2310.90,1
2311.00,1
2311.30,1
2312.40,1
2312.80,1
2313.30,2
2313.40,1
2313.60,1
2314.70,1
2315.30,1
2315.40,1
2317.40,1
2317.50,1
2319.00,1
2319.10,1
2319.20,1
2320.20,1
2320.70,1
2320.90,1
2321.70,2
2322.10,1
2322.50,1
2323.90,1
2324.90,1
2325.10,1
2325.30,1
2325.40,1
2325.50,1
2326.00,1
2326.20,1
2326.40,1
2326.60,1
2327.00,1
2327.70,1
2328.60,1
2328.70,1
2328.80,1
2329.10,1
2329.50,1
2329.60,1
2330.20,1
2330.40,1
2330.60,1
2331.00,1
2331.20,1
2332.10,1
2332.60,1
2332.80,1
2333.10,2
2334.40,1
2334.50,1
2335.00,1
2335.70,2
2336.70,1
2337.20,1
2337.50,1
2337.90,1
2338.00,1
2338.40,3
2338.50,1
2338.90,2
2339.10,1
2339.60,1
2340.50,2
2340.70,1
2341.30,1
2341.80,1
2342.00,1
2342.60,1
2343.40,1
2343.50,1
2343.60,1
2343.80,1
2343.90,1
2344.00,1
2344.10,1
2344.30,1
2346.40,1
2346.50,1
2346.60,1
2346.70,1
2347.00,2
2347.20,1
2347.30,1
2347.60,1
2348.80,1
2350.20,1
2350.30,1
2350.90,1
2351.20,1
2351.90,1
2352.20,1
2352.40,2
2352.60,1
2353.50,1
2353.70,1
2354.00,1
2354.90,1
2355.00,1
2355.20,2
2355.30,1
2355.50,1
2356.10,2
2356.20,1
2356.50,1
2357.10,1
2357.30,1
2357.50,1
2357.70,2
2357.80,1
2358.20,1
2360.30,1
2360.50,1
2360.90,3
2361.10,1
2361.40,1
2362.40,1
2362.80,1
2363.00,1
2365.20,2
2365.30,2
2365.40,1
2365.60,1
2366.00,1
2366.10,1
2366.20,1
2366.60,1
2366.70,1
2366.90,1
2367.00,1
2367.40,1
2367.80,1
2367.90,1
2368.10,1
2369.30,1
2369.40,1
2370.10,1
2370.50,1
2370.80,2
2371.10,2
2371.90,1
2372.20,1
2373.40,1
2373.50,1
2373.80,2
2375.10,1
2376.20,1
2376.80,1
2377.00,1
2377.30,1
2377.40,1
2378.30,1
2378.80,1
2379.30,2
2379.60,1
2379.70,1
2379.90,1
2380.10,2
2380.20,1
2380.50,1
2381.30,1
2381.40,1
2382.10,1
2382.30,1
2382.60,1
2382.90,1
2383.30,1
2383.50,1
2383.70,2
2383.80,1
2384.00,2
2384.40,1
2384.80,1
2384.90,1
2385.30,1
2385.70,1
2385.90,1
2386.00,1
2386.10,1
2386.20,1
2386.60,1
2386.80,1
2387.40,1
2388.20,1
2388.30,2
2388.70,1
2389.00,1
2390.00,1
2390.40,1
2391.30,1
2391.50,1
2391.80,1
2392.00,1
2392.30,1
2392.80,1
2393.60,1
2393.90,2
2394.40,1
2394.50,1
2395.10,2
2395.50,1
2395.60,1
2395.70,1
2396.10,1
2396.50,1
2396.70,1
2397.10,1
2397.30,1
2397.70,1
2397.90,1
2398.10,1
2398.20,1
2398.60,1
2398.90,2
2399.10,1
2399.30,1
2399.70,1
2400.40,1
2401.00,1
2401.40,1
2401.70,1
2401.80,1
2401.90,1
2402.20,1
2402.50,1
2403.60,2
2403.70,1
2403.80,1
2403.90,2
2404.20,2
2404.70,1
2404.80,1
2405.10,1
2405.50,1
2405.80,1
2405.90,1
2406.00,1
2406.10,1
2406.20,1
2406.30,1
2406.50,1
2406.70,1
2407.00,1
2407.60,1
2407.70,1
2407.90,1
2408.20,1
2408.70,1
2408.80,1
2408.90,3
2409.00,1
2409.10,1
2409.30,1
2409.40,1
2409.60,1
2410.20,1
2410.40,1
2411.30,1
2411.40,1
2411.60,1
2411.80,1
2412.30,1
2412.80,1
2413.80,1
2413.90,2
2414.30,1
2414.70,1
2415.10,1
2415.20,1
2415.30,1
2415.50,1
2415.90,1
2416.30,1
2416.40,1
2416.60,1
2416.90,1
2417.20,1
2417.50,1
2417.70,3
2417.80,2
2418.20,1
2418.50,1
2418.70,2
2418.90,1
2419.00,2
2419.30,1
2419.40,2
2419.50,1
2419.80,1
2420.00,1
2420.10,1
2421.40,2
2421.50,2
2422.10,1
2422.40,1
2422.60,1
2422.90,1
2423.10,1
2423.40,1
2423.60,1
2423.70,2
2423.90,1
2424.10,2
2424.30,1
2424.40,1
2424.70,1
2425.70,1
2425.80,3
2426.20,1
2426.50,1
2426.60,1
2426.70,1
2426.80,1
2427.00,1
2427.20,1
2427.60,1
2427.90,1
2428.00,1
2428.30,1
2428.40,1
2428.70,1
2429.00,1
2429.10,1
2429.30,1
2429.60,1
2430.10,1
2430.20,1
2430.30,1
2430.70,1
2430.80,1
2430.90,2
2431.00,1
2431.10,1
2431.30,1
2432.00,1
2432.20,1
2432.40,1
2432.60,2
2433.10,1
2433.20,1
2433.50,1
2433.60,1
2433.70,1
2434.10,1
2434.20,1
2434.70,1
2435.00,1
2435.10,1
2435.30,2
2435.50,1
2435.60,1
2436.20,1
2436.40,1
2436.60,1
2437.00,1
2437.40,2
2438.60,1
2439.00,1
2439.40,1
2439.70,2
2439.90,1
2440.00,1
2440.40,1
2440.50,1
2440.80,1
2441.00,1
2441.10,1
2441.30,1
2441.80,1
2442.40,2
2442.60,1
2442.70,1
2443.20,1
2443.30,1
2443.40,1
2443.60,1
2443.70,1
2443.80,2
2443.90,1
2444.00,1
2444.60,1
2444.70,1
2444.90,1
2445.00,1
2445.10,1
2445.50,1
2445.60,1
2445.70,1
2446.00,1
2446.10,1
2446.20,1
2446.40,1
2446.50,2
2446.80,1
2446.90,2
2447.30,1
2447.50,1
2447.70,1
2448.30,2
2448.40,1
2448.60,1
2448.70,1
2448.90,1
2449.00,2
2449.10,1
2449.70,1
2449.80,1
2449.90,2
2450.10,1
2450.40,1
2450.50,1
2450.60,3
2450.90,2
2451.10,1
2451.50,1
2451.60,2
2452.00,2
2452.10,1
2452.20,1
2452.50,1
2452.80,2
2453.10,3
2453.20,1
2453.40,1
2453.60,1
2453.80,1
2453.90,1
2454.10,1
2454.60,1
2455.00,1
2455.20,1
2455.40,1
2455.70,1
2455.90,1
2456.00,3
2456.50,1
2456.70,1
2456.80,1
2456.90,1
2457.10,2
2457.40,1
2457.60,1
2458.00,1
2458.20,1
2458.30,1
2458.70,1
2459.40,2
2459.60,1
2459.70,1
2459.90,1
2460.20,2
2460.40,2
2460.70,1
2461.00,1
2461.10,1
2461.70,1
2462.00,1
2462.20,1
2462.40,2
2462.70,2
2462.90,1
2463.20,1
2463.30,1
2463.60,1
2463.80,2
2463.90,1
2464.10,1
2464.50,1
2464.60,1
2464.70,1
2465.20,3
2465.30,1
2465.40,1
2465.50,2
2465.60,1
2466.00,4
2466.10,1
2466.30,1
2466.70,1
2467.10,1
2467.20,1
2467.30,1
2467.50,1
2467.70,2
2467.80,1
2467.90,1
2468.40,1
2468.70,1
2468.80,2
2469.00,1
2469.10,1
2469.50,1
2469.60,1
2469.90,2
2470.10,1
2470.20,1
2470.30,1
2470.40,2
2470.50,1
2470.90,1
2471.10,1
2471.50,1
2471.60,1
2471.70,2
2471.80,2
2471.90,1
2472.00,1
2472.40,1
2472.50,1
2472.70,2
2472.80,2
2473.00,1
2473.10,2
2473.30,1
2473.70,1
2473.90,2
2474.00,1
2474.10,1
2474.20,1
2474.50,1
2474.90,1
2475.80,2
2475.90,2
2476.00,2
2476.30,1
2476.60,2
2476.90,1
2477.30,1
2477.50,1
2477.60,2
2477.70,1
2477.80,2
2477.90,5
2478.00,1
2478.20,1
2478.40,1
2478.60,2
2478.80,1
2478.90,2
2479.10,1
2479.30,1
2479.40,1
2479.50,3
2479.80,1
2480.00,1
2480.20,1
2480.30,2
2480.90,1
2481.10,1
2481.20,2
2481.30,3
2481.40,1
2481.70,1
2481.80,5
2481.90,2
2482.10,1
2482.20,2
2482.40,2
2482.70,2
2482.90,1
2483.20,1
2483.60,1
2483.90,3
2484.10,1
2484.20,2
2484.50,2
2484.60,2
2484.80,1
2485.20,2
2485.40,2
2485.80,1
2486.00,2
2486.10,1
2486.30,1
2486.50,3
2486.60,1
2486.70,1
2486.90,2
2487.00,2
2487.20,3
2487.30,1
2487.50,3
2487.90,1
2488.20,1
2488.40,1
2488.80,1
2489.10,1
2489.20,1
2489.30,2
2489.40,1
2489.80,2
2490.00,2
2490.10,1
2490.20,1
2490.50,3
2490.60,1
2490.80,1
2490.90,1
2491.00,1
2491.10,1
2491.20,3
2491.50,3
2491.70,1
2492.10,2
2492.20,1
2492.40,3
2492.80,2
2492.90,1
2493.20,1
2493.30,1
2493.60,3
2493.80,3
2494.00,1
2494.20,1
2494.40,1
2494.70,2
2495.00,2
2495.10,1
2495.50,1
2495.60,1
2495.70,3
2495.80,2
2496.00,2
2496.10,2
2496.20,1
2496.30,1
2496.70,1
2496.80,1
2497.10,2
2497.20,1
2497.50,1
2497.60,1
2497.70,1
2498.10,1
2498.20,2
2498.50,1
2498.80,1
2498.90,1
2499.00,1
2499.10,2
2499.30,3
2499.50,1
2499.60,1
2499.80,2
2499.90,1
2500.10,1
2500.20,2
2500.30,3
2500.40,1
2500.50,1
2500.60,2
2500.70,2
2500.90,3
2501.00,1
2501.10,2
2501.20,1
2501.30,1
2501.40,1
2501.50,1
2501.60,1
2501.70,2
2501.80,3
2501.90,2
2502.00,1
2502.30,2
2502.70,1
2502.90,1
2503.30,2
2503.50,1
2503.60,1
2503.70,1
2503.80,1
2503.90,1
2504.00,1
2504.10,1
2504.20,1
2504.30,1
2504.50,2
2504.70,1
2504.80,1
2505.00,1
2505.10,1
2505.20,1
2505.40,1
2505.50,1
2505.60,1
2505.70,1
2505.80,1
2505.90,1
2506.10,1
2506.20,2
2506.30,1
2506.40,2
2506.50,2
2506.70,1
2506.80,3
2506.90,1
2507.00,1
2507.10,1
2507.30,1
2507.40,2
2507.50,1
2507.70,2
2507.90,1
2508.30,2
2508.40,4
2508.70,1
2508.80,2
2508.90,3
2509.00,1
2509.10,3
2509.20,2
2509.30,2
2509.80,1
2510.00,2
2510.20,1
2510.30,2
2510.40,1
2510.50,1
2510.60,1
2510.70,1
2510.80,1
2511.20,2
2511.30,1
2512.50,1
2512.60,2
2512.70,1
2512.80,1
2513.00,1
2513.10,1
2513.20,1
2513.30,2
2513.40,2
2513.50,1
2513.80,1
2513.90,1
2514.00,1
2514.10,1
2514.20,2
2514.50,1
2514.60,1
2514.70,2
2514.80,1
2514.90,1
2515.30,2
2515.70,2
2515.80,1
2515.90,1
2516.00,2
2516.10,2
2516.20,1
