distancia,cant
343.20,1
377.90,1
401.60,1
430.50,1
434.30,1
445.70,1
446.90,1
447.50,1
460.00,1
464.30,1
471.20,1
473.30,1
476.50,1
477.40,1
478.50,1
485.10,1
489.10,1
494.10,1
498.40,1
498.80,1
503.50,1
504.30,1
505.40,1
506.00,1
506.50,1
507.60,1
508.10,1
511.20,1
512.40,1
514.30,1
517.10,1
519.60,1
520.20,1
520.60,1
522.60,2
523.60,1
527.30,1
528.40,1
529.20,1
530.40,1
531.10,1
534.70,1
535.20,1
536.90,1
537.50,1
541.20,1
544.40,1
545.30,1
548.90,1
549.20,1
552.80,1
553.90,1
554.50,1
555.50,1
557.60,1
559.20,1
560.80,1
561.80,1
563.70,1
563.80,1
564.50,1
565.20,1
565.50,1
567.40,1
567.70,1
568.80,1
570.40,1
570.60,1
572.50,1
574.70,1
576.30,1
576.40,1
576.50,1
577.20,1
577.80,1
578.20,1
579.30,2
580.30,1
582.00,1
582.10,1
582.40,1
582.80,2
584.80,1
585.90,1
586.60,1
588.10,1
588.50,1
589.30,1
592.20,1
596.10,1
596.70,1
598.50,1
599.30,1
599.80,1
600.70,1
600.90,3
601.20,1
601.40,1
602.50,1
602.90,1
603.00,2
604.00,1
604.20,1
604.60,2
606.70,2
606.80,1
607.10,1
608.40,1
610.00,1
610.60,1
611.00,1
611.90,1
612.30,1
612.70,1
612.90,2
615.30,3
616.20,1
617.20,2
617.70,1
618.20,1
619.70,1
620.10,1
620.30,1
620.60,1
621.50,1
621.60,1
622.20,1
622.50,1
622.60,1
622.90,1
623.80,1
624.40,1
625.90,1
626.00,1
626.10,1
626.70,1
628.00,1
628.10,1
628.30,1
628.40,1
628.50,1
628.80,1
629.10,1
629.30,1
629.40,1
630.10,1
630.40,1
630.70,1
630.90,1
631.30,1
631.40,1
631.80,1
632.30,1
632.60,1
632.70,1
633.00,1
633.70,1
634.00,1
634.10,1
635.60,1
635.80,1
636.00,1
636.10,1
636.30,2
637.60,1
637.90,1
638.20,1
638.30,1
638.60,2
638.90,2
639.10,1
639.40,1
640.00,1
640.10,1
640.90,1
641.40,1
641.60,1
642.40,1
643.00,1
643.60,1
643.80,1
644.20,2
644.90,2
645.00,1
645.20,1
645.80,1
645.90,1
646.60,1
647.20,1
647.30,1
647.50,1
648.60,1
648.70,1
648.80,1
649.00,1
649.20,2
650.30,2
650.60,1
651.00,1
651.20,2
652.00,1
652.90,1
653.20,1
653.60,1
654.00,2
654.20,1
654.90,1
655.10,1
655.70,1
656.20,2
656.40,1
656.60,1
656.90,1
657.20,1
657.30,1
657.80,1
658.20,2
658.80,3
659.40,1
659.60,1
660.30,1
660.40,1
660.80,2
660.90,2
661.30,2
661.50,1
661.70,2
661.80,1
661.90,1
662.00,1
662.80,1
663.50,1
664.20,2
664.90,1
665.00,2
665.10,1
665.90,1
666.00,1
666.50,1
667.60,1
668.00,1
668.20,1
668.40,2
668.50,1
668.90,1
669.00,1
669.30,1
669.50,1
669.90,1
670.10,1
670.90,1
671.40,2
671.50,1
671.70,1
672.20,3
672.60,1
673.10,1
673.80,1
673.90,1
674.30,1
674.80,1
675.00,1
675.30,2
675.50,1
675.70,1
676.30,1
676.60,1
676.70,2
677.00,1
677.10,1
677.70,1
678.20,1
678.40,1
678.50,1
678.70,1
678.80,2
679.00,1
679.10,1
679.30,1
679.50,1
679.60,1
679.80,1
679.90,1
680.20,1
680.40,1
680.70,1
680.90,1
681.90,1
682.10,1
682.40,1
682.50,1
682.70,1
683.10,2
683.20,1
684.60,1
684.80,2
684.90,1
685.70,1
686.10,1
686.70,1
686.80,2
687.00,1
687.10,1
687.50,1
688.60,1
689.00,1
689.20,1
689.30,1
689.60,1
689.70,2
689.80,2
690.20,1
690.50,2
690.70,1
690.80,1
690.90,1
691.30,2
691.60,1
691.70,2
691.90,1
692.40,1
692.60,1
693.20,1
693.80,1
693.90,1
694.70,1
695.50,1
695.60,1
696.20,1
696.30,1
696.50,1
697.40,1
697.60,1
697.80,1
699.10,1
699.50,1
699.60,2
700.50,2
700.70,2
701.50,1
701.60,1
702.40,1
703.00,2
703.10,1
703.30,2
703.40,1
704.10,2
704.30,2
704.50,1
704.70,1
705.10,1
705.20,3
705.40,3
705.60,2
705.80,1
706.10,1
706.20,1
706.60,1
706.70,2
707.20,1
707.30,1
707.40,1
707.70,2
708.00,1
708.90,2
709.00,1
709.10,1
709.60,1
710.20,1
710.70,1
711.50,1
712.20,1
712.30,1
712.60,1
713.10,1
713.30,1
713.40,2
713.60,1
714.10,1
714.20,1
714.60,1
714.70,1
714.90,1
715.00,1
715.10,1
715.20,1
715.60,1
715.90,1
716.00,1
716.30,2
716.40,1
716.60,3
717.00,2
717.20,1
717.40,2
717.50,1
717.60,1
717.70,1
718.10,1
718.20,2
718.30,1
718.50,1
718.70,1
718.90,1
719.20,2
719.60,1
720.20,2
721.20,1
721.30,1
721.50,1
721.70,1
721.90,2
722.00,2
