distancia,cant
286.10,1
362.40,1
388.40,1
401.10,1
407.80,1
417.50,1
423.30,1
424.40,1
425.60,1
428.10,1
435.30,1
437.00,1
440.30,1
447.00,1
448.80,1
452.80,1
460.80,1
461.70,1
465.00,1
470.00,1
475.30,1
476.50,1
482.80,1
483.50,1
486.00,1
486.30,1
488.30,1
495.00,1
498.30,1
498.50,1
499.20,1
500.40,1
500.50,1
501.90,1
502.40,1
507.70,1
508.30,1
510.50,1
515.30,1
518.70,1
519.40,2
521.50,1
523.10,1
523.60,1
524.20,1
525.40,1
525.80,1
526.00,1
527.30,1
527.50,1
528.40,1
528.70,1
529.70,1
530.20,1
530.30,1
533.10,2
533.30,1
535.20,1
536.00,1
536.30,1
538.70,2
539.60,1
539.70,1
540.60,1
541.50,1
545.60,1
545.90,1
547.50,1
548.30,1
550.80,1
552.50,1
555.80,1
557.00,1
557.90,1
560.80,1
563.00,1
564.40,1
568.10,1
568.40,1
568.50,2
568.60,1
570.90,1
572.50,1
573.70,1
575.20,1
576.40,1
576.60,2
578.00,1
578.90,1
579.60,1
580.00,1
580.20,1
580.30,1
582.50,1
582.90,1
584.00,1
585.50,1
585.70,1
587.80,1
588.30,1
588.70,1
589.90,1
591.70,1
592.00,2
592.60,1
593.10,2
593.90,1
596.40,1
597.70,1
600.00,1
601.60,1
602.00,1
603.40,1
604.30,1
604.90,1
605.40,1
605.60,2
606.60,1
607.10,1
608.50,1
608.60,1
609.20,1
610.30,2
611.60,1
611.70,1
612.30,1
612.40,1
613.40,1
615.10,1
615.30,1
615.70,1
618.80,1
618.90,1
620.80,1
621.10,1
621.20,1
622.10,1
622.30,1
622.90,1
623.00,1
623.60,1
623.80,1
624.40,1
625.40,1
625.70,1
626.00,1
626.60,1
626.70,1
626.80,1
627.60,1
627.80,1
628.00,1
628.20,1
628.90,1
629.40,1
630.10,1
630.90,2
631.40,2
631.70,1
631.90,1
632.80,1
634.60,1
635.30,1
635.40,1
635.70,1
636.30,1
636.50,1
636.80,1
637.30,1
637.60,1
638.10,2
638.70,1
638.80,1
639.00,1
639.20,1
639.40,1
639.50,1
640.10,1
640.20,1
640.40,1
640.50,1
640.70,1
641.00,1
643.00,1
643.30,1
643.80,1
644.10,1
644.40,1
644.50,1
644.90,1
645.60,1
645.70,1
645.80,1
645.90,1
646.60,1
647.80,1
648.10,2
648.40,1
648.70,1
648.90,1
649.20,1
650.20,2
650.70,1
651.00,1
651.80,1
651.90,1
652.80,1
653.20,2
653.50,1
653.70,2
653.80,1
653.90,2
655.20,1
655.90,1
656.00,3
656.10,1
656.40,2
656.70,2
656.90,1
657.10,1
657.40,1
657.50,1
658.00,2
658.30,1
659.00,1
659.10,1
659.70,1
660.00,1
660.10,1
660.30,1
660.50,1
660.60,1
661.00,2
661.30,1
661.60,1
661.70,2
661.80,1
661.90,1
662.20,1
662.40,1
662.90,1
663.10,1
663.30,1
663.60,1
664.20,1
664.30,1
664.40,1
664.60,2
665.00,2
665.10,1
665.30,1
665.60,2
665.70,1
665.90,2
666.40,1
666.60,1
666.90,1
667.20,1
667.70,1
667.80,1
668.30,1
668.40,2
668.70,1
668.80,2
668.90,1
669.40,2
669.60,2
669.90,1
670.10,1
670.20,1
670.30,1
670.40,1
670.50,1
670.60,1
670.70,2
670.90,3
671.10,1
671.20,1
671.40,1
671.90,1
672.10,1
672.40,1
672.50,1
672.80,1
672.90,1
673.00,1
673.10,1
674.10,2
674.20,1
674.40,1
674.50,1
674.80,1
674.90,1
675.00,1
675.40,1
675.70,1
675.90,1
676.40,1
676.60,1
677.00,1
677.30,1
677.50,2
677.60,1
677.70,2
678.20,1
678.30,1
679.10,1
679.60,1
679.70,2
679.80,1
679.90,1
680.30,1
680.70,1
680.90,1
681.20,1
681.70,2
681.80,2
681.90,1
682.00,1
682.20,1
682.40,1
682.70,1
683.30,1
683.70,1
684.00,1
684.60,2
685.10,2
685.20,1
685.80,1
686.20,1
686.70,1
686.80,2
687.10,2
687.20,3
687.30,1
687.50,1
687.60,1
687.90,2
688.20,1
688.40,1
688.50,1
688.60,1
688.80,1
688.90,1
689.20,1
689.60,1
689.70,2
689.90,1
690.20,1
690.30,1
690.40,2
690.80,1
690.90,1
691.30,1
691.90,3
692.20,2
693.10,1
693.20,1
693.30,1
693.50,2
693.80,1
694.30,2
694.50,1
695.00,1
695.30,2
695.40,2
695.60,1
695.70,1
696.70,1
696.80,1
696.90,3
697.40,1
697.50,1
697.60,1
697.80,1
698.50,2
698.80,1
699.00,1
699.20,1
699.50,1
699.90,1
700.50,1
700.60,1
700.70,1
700.90,1
701.30,1
701.50,1
701.60,1
702.70,4
702.80,1
703.50,1
703.60,1
703.70,1
703.80,1
703.90,1
704.10,1
704.20,1
704.30,2
705.30,1
705.50,1
705.70,1
705.80,1
705.90,2
706.10,1
706.30,1
706.40,1
706.50,3
706.60,1
706.80,1
707.00,1
707.20,1
707.40,1
707.50,2
708.00,1
708.20,2
708.30,1
708.40,1
708.70,1
708.80,1
709.10,1
709.40,2
709.50,1
710.00,1
710.10,1
710.20,1
710.40,2
710.50,2
710.60,2
711.10,1
711.30,1
711.40,1
711.70,1
712.10,1
712.60,1
713.70,1
713.80,2
714.00,1
714.10,2
714.40,1
714.60,2
715.00,1
715.20,1
715.40,2
715.50,1
715.70,1
715.90,2
716.00,2
716.30,1
716.50,2
716.70,1
717.10,1
717.50,1
717.70,2
717.80,1
717.90,1
718.00,2
718.30,1
718.50,2
719.10,1
719.50,2
720.40,1
720.80,1
720.90,4
721.10,1
721.60,2
721.70,2
721.80,3
721.90,1
722.10,2
722.20,1
722.50,1
722.80,1
723.00,1
723.70,2
724.00,3
724.10,1
724.80,1
724.90,1
725.00,1
725.10,4
725.30,1
725.60,1
725.70,1
725.80,2
725.90,1
726.00,1
726.10,1
726.30,1
726.60,1
726.70,2
727.30,1
727.40,2
727.60,1
728.00,2
728.40,3
728.50,3
728.90,1
729.00,1
729.10,2
729.20,1
729.50,1
729.80,1
730.20,1
730.30,1
730.40,2
730.50,2
731.20,1
731.40,1
731.50,1
731.60,1
731.70,2
731.80,1
732.00,3
732.20,1
732.30,1
732.40,2
732.60,2
732.80,1
733.00,1
733.10,1
733.30,1
733.40,3
733.70,2
733.80,1
733.90,3
734.10,2
734.20,2
734.50,1
734.60,2
735.10,1
735.30,1
735.40,2
735.60,2
735.80,1
735.90,1
736.20,1
736.70,2
