distancia,cant
883.90,1
954.60,1
1062.00,1
1069.90,1
1073.50,1
1081.10,1
1097.00,1
1112.30,1
1114.80,1
1118.40,1
1128.30,1
1130.50,1
1130.90,1
1132.10,1
1137.40,1
1141.70,1
1145.30,1
1151.80,1
1152.00,1
1155.80,1
1155.90,1
1156.60,1
1158.40,1
1167.80,1
1169.30,1
1174.90,1
1176.60,1
1180.20,1
1181.30,1
1186.20,1
1186.70,1
1189.10,1
1190.20,1
1192.20,1
1194.50,1
1198.70,1
1204.40,1
1212.60,1
1213.10,1
1213.60,1
1213.90,1
1215.90,1
1216.10,1
1216.70,1
1216.80,1
1220.10,1
1220.60,1
1229.20,1
1231.20,1
1233.00,1
1234.00,1
1236.50,1
1241.20,1
1243.10,1
1243.60,1
1246.30,1
1247.30,1
1251.60,1
1251.90,1
1253.00,1
1253.80,1
1254.10,1
1256.00,1
1259.40,1
1262.50,1
1263.00,1
1264.00,1
1264.30,1
1265.70,1
1267.20,1
1268.00,1
1269.00,1
1269.10,1
1269.70,1
1270.70,1
1270.80,1
1272.00,1
1272.80,2
1273.00,1
1274.20,1
1274.50,1
1274.90,1
1275.00,2
1275.10,1
1276.40,1
1277.10,1
1277.90,1
1280.00,1
1281.40,1
1284.20,1
1285.60,1
1285.80,1
1286.90,1
1287.90,1
1288.90,1
1289.10,2
1292.50,1
1293.00,1
1293.70,1
1294.00,1
1294.70,1
1294.90,1
1295.50,1
1298.10,2
1299.20,1
1300.40,1
1305.40,1
1307.00,1
1309.60,1
1310.60,1
1311.00,1
1312.30,1
1312.40,1
1313.10,1
1313.20,1
1314.20,1
1314.50,1
1314.90,1
1315.60,1
1316.50,1
1316.70,1
1317.30,1
1317.40,1
1317.80,1
1318.80,1
1319.10,1
1322.80,1
1323.20,1
1323.30,1
1324.10,1
1324.70,2
1326.50,1
1326.70,1
1327.80,1
1328.00,1
1330.60,2
1331.10,1
1332.50,1
1332.60,1
1332.90,1
1333.80,1
1335.40,1
1337.10,1
1337.40,1
1340.00,1
1340.10,1
1340.40,1
1340.60,1
1341.50,1
1341.70,1
1341.80,1
1342.00,1
1342.30,1
1343.40,1
1343.70,1
1343.80,1
1344.30,1
1344.50,1
1344.90,1
1345.20,2
1346.50,1
1348.20,1
1348.60,1
1349.10,1
1349.30,1
1349.40,1
1350.50,1
1350.80,2
1351.20,1
1353.20,1
1354.60,1
1355.10,1
1355.80,1
1355.90,1
1356.10,1
1356.40,1
1356.50,1
1356.60,1
1356.90,1
1357.80,2
1358.30,1
1358.50,1
1359.00,1
1359.30,2
1359.50,1
1360.70,1
1360.80,1
1361.00,1
1362.00,1
1362.20,3
1362.30,1
