distancia,cant
1330.30,1
1418.00,1
1458.90,1
1459.70,1
1472.50,1
1478.00,1
1481.40,1
1495.20,1
1502.40,1
1512.10,1
1523.40,1
1525.50,1
1527.00,1
1527.50,1
1532.20,1
1536.90,1
1539.50,1
1545.40,2
1546.30,1
1547.90,1
1551.10,1
1561.00,1
1563.90,1
1572.40,1
1574.50,1
1577.10,1
1580.50,1
1582.90,2
1592.70,1
1595.40,1
1599.10,1
1601.20,1
1607.30,1
1608.10,1
1610.30,1
1613.90,1
1616.40,1
1617.60,1
1620.40,1
1623.00,1
1624.10,1
1624.40,1
1625.30,1
1626.30,1
1628.50,1
1632.40,1
1635.10,1
1636.50,1
1636.60,1
1637.70,1
1639.30,1
1640.60,1
1648.00,1
1648.10,1
1650.60,1
1651.40,1
1653.70,1
1654.40,1
1654.60,1
1655.60,1
1659.60,1
1659.80,1
1660.00,1
1661.30,1
1662.30,1
1662.60,1
1663.10,1
1664.30,1
1666.90,1
1669.60,1
1669.90,1
1670.60,1
1672.70,1
1672.90,1
1673.60,1
1675.60,1
1677.90,1
1679.80,2
1687.10,1
1689.50,1
1690.20,1
1690.70,1
1691.30,3
1692.40,1
1692.50,1
1693.40,1
1693.50,1
1697.50,1
1697.60,1
1699.30,1
1700.10,1
1700.40,1
1700.50,1
1701.40,1
1701.80,1
1702.10,1
1702.90,1
1703.30,1
1704.00,1
1705.30,1
1706.90,1
1707.30,1
1707.40,1
1707.70,1
1708.10,1
1709.70,1
1710.40,1
1711.50,1
1711.70,1
1711.90,1
1712.20,1
1712.30,1
1712.80,1
1713.50,1
1715.80,1
1720.10,1
1721.30,1
1722.10,2
1722.30,1
1722.80,1
1723.10,1
1723.40,1
1724.50,2
1725.90,1
1726.10,1
1727.30,2
1730.10,1
1730.80,1
1731.20,1
1731.30,1
1731.50,1
1732.10,1
1732.40,1
1734.10,1
1734.30,1
1734.50,1
1735.20,1
1735.40,1
1736.20,1
1737.20,1
1738.70,1
1738.90,1
1739.30,1
1740.40,1
1740.80,1
1741.60,1
1741.90,1
1742.00,1
1743.30,1
1745.10,1
1745.50,1
1745.90,1
1746.60,1
1746.70,1
1746.90,1
1747.10,1
1748.40,1
1748.90,1
1749.70,1
1749.80,1
1751.40,1
1751.70,1
1752.20,1
1752.40,1
1752.70,2
1753.20,1
1753.30,1
1753.90,1
1754.00,1
1754.50,1
1756.20,1
1756.40,1
1756.50,1
1757.50,1
1757.80,1
1758.50,1
1759.10,1
1759.80,2
1761.80,1
1762.20,1
1762.60,1
1764.20,1
1765.40,1
1766.40,1
1766.50,1
1766.90,1
1767.10,1
1767.20,1
1768.50,1
1768.90,1
1769.30,1
1770.20,1
1770.70,2
1771.70,1
1772.60,1
1772.80,1
1773.00,1
1773.20,1
1773.80,1
1774.70,1
1774.80,1
1776.60,1
1776.90,1
1777.00,1
1777.40,1
1777.80,1
1778.30,2
1778.80,1
1778.90,1
1779.10,1
1779.40,1
1780.70,1
1780.90,1
1781.10,1
1781.40,1
1781.70,1
1781.90,1
1782.20,1
1782.60,2
1782.70,1
1783.20,1
1783.40,1
1784.20,1
1784.60,1
1784.70,1
1785.10,3
1785.90,1
1786.20,1
1786.90,1
1787.80,1
1787.90,1
1788.20,1
1788.40,1
1788.70,1
1788.80,1
1789.10,1
1789.40,1
1789.90,1
1790.10,2
1790.30,1
1790.90,1
1791.10,1
1791.20,2
1791.90,1
1792.30,1
1792.80,1
1793.00,1
1793.30,1
1794.50,1
1794.70,1
1796.00,1
1796.30,2
1797.00,1
1797.60,1
1798.80,1
1799.30,1
1800.10,1
1800.20,1
1801.00,1
1801.30,1
1801.60,1
1802.40,1
1802.90,1
1803.40,1
1804.30,1
1804.60,1
1804.70,1
1805.50,1
1805.80,1
1806.80,1
1807.30,2
1808.80,1
1809.50,1
1810.00,1
1810.20,1
1810.60,1
1810.80,1
1811.00,1
1811.40,1
1811.80,1
1812.30,1
1812.40,1
1813.30,2
1813.50,1
1814.30,1
1815.30,1
1816.10,1
1816.80,1
1816.90,1
1817.00,1
1817.30,1
1817.40,1
1817.70,1
1817.80,1
1817.90,1
1818.70,1
1819.40,2
1820.90,1
1821.70,1
1822.20,2
1822.30,1
1822.50,1
1822.70,1
1822.80,3
1822.90,1
1824.40,1
1825.00,1
1825.10,1
1825.40,1
1826.20,1
1826.50,2
1826.60,1
1826.90,1
1827.40,1
1827.70,2
1828.00,1
1828.10,1
1828.40,2
1828.60,1
1828.70,3
1828.90,1
1829.20,1
1829.50,3
1830.40,1
1830.90,1
1831.30,1
1831.40,1
1831.70,1
1832.10,1
1832.30,1
1832.50,2
1832.80,1
1832.90,1
1833.60,1
1833.70,1
1833.80,2
1834.30,2
1834.50,1
1834.90,1
1835.50,2
1835.90,1
1836.00,1
1836.30,1
1836.40,1
1836.60,2
1837.10,1
1837.20,1
1837.30,1
1837.40,1
1837.60,1
1837.70,2
1837.90,1
1838.20,1
1838.90,1
1839.20,1
1839.60,1
1839.90,1
1840.80,1
1840.90,1
1841.10,1
1841.60,1
1841.70,1
1842.00,1
1842.10,1
1842.30,2
1842.70,1
1842.90,1
1843.50,2
1844.00,1
1844.30,1
1844.70,1
1845.10,1
1845.20,1
1845.30,1
1845.60,1
1845.70,1
1845.90,2
1846.80,1
1847.60,1
1847.80,1
1848.20,1
1848.40,1
1848.60,1
1848.70,3
1849.10,1
1849.20,1
1849.40,1
1849.50,1
1850.40,2
1850.60,1
1850.90,3
1851.10,1
1851.30,1
1851.40,1
1853.30,2
1853.90,1
1854.00,1
1854.10,1
1854.20,1
1854.70,1
1854.80,2
1855.90,1
1856.20,2
1856.70,1
1856.80,1
1857.80,1
1858.60,1
1858.80,1
1859.20,1
1859.90,2
1860.10,1
1860.20,1
1860.60,1
1860.80,1
1861.30,1
1861.40,1
1861.60,1
1861.80,1
1861.90,2
1862.10,1
1862.20,2
1862.40,1
1862.80,1
1863.10,1
1863.20,1
1863.80,1
1863.90,1
1864.10,1
1864.30,1
1864.50,1
1864.60,1
1864.70,1
1865.00,1
1865.10,1
1865.30,1
1865.40,1
1865.50,1
1865.70,1
1865.80,1
1865.90,1
1866.00,1
1866.10,1
1866.30,1
1866.40,1
1866.70,1
1866.80,1
1866.90,2
1867.40,1
1867.50,1
1867.70,1
1867.80,1
1868.20,1
1868.80,1
1869.00,2
1869.20,1
1869.30,1
1869.50,1
1869.90,3
1870.30,1
1870.60,2
1870.70,1
1871.10,1
1871.50,1
1871.70,1
1872.00,1
1872.10,1
1872.30,1
1872.40,2
1872.60,2
1872.80,1
1872.90,1
1873.00,1
1873.20,2
1874.10,1
1874.50,1
1874.80,2
1875.30,1
1875.80,1
1875.90,1
1876.00,1
1876.10,1
1876.50,1
1876.90,2
1877.00,1
1877.10,1
1877.70,2
1877.90,1
1878.60,1
1878.90,1
1879.20,1
1879.40,1
1879.50,1
1879.60,1
1879.70,1
1879.80,1
1879.90,1
1880.40,1
1880.80,2
1881.10,1
1881.50,1
1882.30,1
1882.40,2
1882.50,1
1883.00,2
1883.40,1
1883.60,2
1883.70,1
1883.80,1
1884.10,1
1884.50,2
1884.60,1
1885.10,1
1885.30,1
1885.40,2
1885.50,1
1885.60,1
1885.70,1
1887.10,1
1887.20,1
1887.70,1
1888.00,2
1888.40,1
1889.30,1
1889.40,1
1889.60,1
1890.00,3
1890.10,1
1890.20,2
1890.40,1
1890.60,1
1890.70,1
1890.90,1
1891.00,1
1891.30,1
1891.40,1
1891.60,2
1891.70,2
1891.80,1
1892.10,1
1892.30,1
1892.40,2
1892.90,1
1893.30,1
1893.40,1
1893.50,2
1894.00,1
1894.10,3
1894.20,1
1894.30,1
1894.60,1
1894.80,1
1894.90,1
1895.60,1
1895.70,1
1895.80,1
1896.00,1
1896.20,1
1896.40,1
1896.50,1
1896.80,1
1897.10,1
1897.30,1
1897.40,1
1897.80,1
1897.90,1
1898.00,2
1898.20,1
1898.30,1
1898.70,1
1898.80,1
1899.00,1
1899.10,3
1899.30,1
1899.40,2
1899.80,1
1899.90,2
1900.40,1
1900.50,3
1900.60,1
1900.70,1
1900.90,1
1901.20,1
1901.30,2
1901.60,1
1901.90,1
1902.10,1
1902.30,2
1903.10,1
1903.70,1
1903.80,2
1903.90,1
1904.00,1
1904.10,1
1904.20,1
1904.30,2
1904.40,2
1904.60,1
1904.70,1
1904.90,1
1905.10,1
1905.20,1
1905.80,1
1906.00,1
1906.10,1
1906.30,1
1906.50,1
1906.60,1
1906.70,1
1906.80,2
1907.20,1
1907.60,1
1908.10,1
1908.20,1
1908.30,1
1908.40,2
1908.50,1
1908.80,1
1909.10,1
1909.20,1
1909.30,1
1910.80,1
1911.20,1
1911.30,1
1911.40,1
1911.50,2
1911.60,3
1911.70,2
1911.90,1
1912.10,1
1912.20,2
1912.80,2
1913.00,1
1913.10,1
1913.20,2
1913.30,1
1913.40,1
1913.50,1
1913.60,1
1913.70,2
1913.80,2
1914.00,1
1914.30,2
1914.40,1
1914.50,1
1914.60,1
1914.90,1
1915.00,1
1915.50,2
1915.60,1
1915.70,1
1915.80,1
1916.00,1
1916.10,1
1916.30,1
1916.50,1
1916.70,1
1916.80,1
1916.90,1
1917.10,1
1917.50,1
1917.60,1
1918.10,1
1918.30,1
1918.40,1
1918.50,1
1918.60,1
1918.70,1
1918.80,2
1919.00,2
1919.20,1
1919.40,1
1919.50,2
1919.90,1
1920.00,1
1920.10,1
1920.30,1
1920.50,1
1920.60,2
1920.70,1
1920.90,1
1921.00,2
1921.10,1
1921.20,3
1921.40,2
1921.90,1
1922.50,1
1922.70,2
1922.90,1
1923.00,1
1923.10,1
1923.30,1
1923.40,2
1923.50,1
1923.70,1
1923.90,2
1924.00,1
1924.10,4
1924.20,1
1924.30,2
1924.60,1
1924.70,1
1924.80,1
1925.00,1
1925.40,1
1925.60,1
1926.00,2
1926.10,1
1926.20,1
1926.50,2
1926.80,1
1926.90,1
1927.10,1
1927.20,1
1927.30,4
1927.40,1
1927.60,2
1927.70,3
1928.40,1
1928.50,2
1929.10,1
1929.20,1
1929.50,1
1929.60,3
1929.70,2
1930.00,3
1930.30,2
1930.60,2
1930.70,1
1930.80,1
1930.90,1
1931.30,1
1931.60,1
1931.70,1
1931.80,1
1932.00,1
1932.20,1
1932.30,1
1932.40,3
1932.60,1
1932.70,1
1932.80,1
1933.10,1
1933.20,1
1933.30,1
1933.50,1
1933.60,1
1933.70,1
1933.80,2
1933.90,1
1934.00,1
1934.10,2
1934.30,1
1934.60,1
1934.70,3
1934.80,1
1934.90,1
1935.10,1
1935.20,1
1935.40,2
1935.60,1
1935.70,1
1936.10,2
1936.30,1
1936.40,1
1936.50,1
1936.70,1
1936.80,1
1937.20,2
1937.30,1
1937.50,1
1937.60,1
1937.70,1
1937.80,2
1937.90,1
1938.00,1
1938.10,1
1938.20,1
1938.40,1
1938.50,1
1938.70,1
1938.90,1
1939.10,2
1939.80,1
1940.60,1
1940.70,1
1940.80,1
1940.90,1
1941.00,1
1941.10,1
1941.20,1
1941.30,1
1941.60,1
1941.80,1
1942.00,1
1942.10,1
1942.40,2
1942.50,1
1942.60,2
1942.90,1
1943.00,1
1943.10,1
1943.30,1
1943.40,2
1943.50,1
1943.90,2
1944.00,1
1944.60,1
1944.70,1
1945.10,1
1945.30,2
1945.40,1
1945.90,1
1946.00,4
1946.50,1
1946.60,2
1946.80,1
1946.90,1
1947.20,1
1947.30,1
1947.50,3
1947.60,1
1947.80,1
1947.90,1
