distancia,cant
1847.80,1
1857.10,1
1871.30,1
1887.20,1
1895.60,1
1935.20,1
1936.90,1
1941.20,1
1942.70,1
1953.10,1
1972.60,1
1976.60,1
1982.30,1
1997.00,1
1999.50,1
2003.20,2
2004.90,1
2005.70,1
2008.80,1
2009.10,1
2029.10,1
2033.10,1
2040.60,1
2042.40,1
2056.10,1
2056.70,1
2056.80,1
2057.10,1
2058.90,1
2059.20,1
2063.20,1
2064.50,1
2065.30,1
2067.90,1
2069.40,1
2071.40,1
2074.60,1
2075.70,1
2076.10,1
2077.10,1
2078.40,1
2078.80,1
2079.50,1
2079.80,1
2082.10,1
2082.70,1
2086.30,1
2091.00,1
2093.20,1
2093.50,1
2094.40,1
2096.30,1
2097.20,1
2098.20,1
2101.70,1
2102.10,1
2103.10,1
2103.20,1
2103.70,1
2104.70,2
2105.00,1
2106.60,1
2109.10,1
2109.40,1
2109.60,1
2111.20,1
2112.20,2
2113.00,1
2113.20,1
2121.70,1
2128.80,1
2129.90,1
2130.50,2
2131.00,1
2131.50,1
2132.10,2
2132.30,1
2132.50,2
2132.60,1
2133.00,2
2133.90,1
2134.70,1
2135.30,1
2135.90,2
2136.60,1
2136.80,1
2138.00,1
2138.20,1
2138.30,1
2139.00,1
2139.10,1
2139.20,1
2139.80,1
2140.40,1
2140.90,1
2141.00,1
2141.90,1
2143.20,1
2143.60,1
2144.00,1
2144.10,1
2144.20,1
2144.90,1
2145.00,1
2145.20,1
2145.60,1
2145.90,1
2147.20,1
2150.90,1
2151.80,1
2152.00,1
2153.60,2
2153.80,1
2154.10,1
2154.30,1
2154.40,1
2154.50,1
2154.60,1
2156.10,1
2157.60,1
2157.90,1
2158.00,1
2158.10,1
2159.10,1
2160.10,2
2160.90,1
2161.30,1
2161.40,1
2162.10,1
2162.60,1
2163.10,1
2163.40,1
2163.60,1
2163.90,1
2164.10,1
2165.30,1
2165.40,1
2166.70,1
2166.80,2
2167.00,1
2167.60,1
2167.70,1
2167.80,1
2168.30,1
2168.90,1
2169.30,1
2170.50,1
2170.80,2
2171.80,1
2171.90,1
2172.00,2
2172.50,1
2173.20,1
2174.80,1
2174.90,2
2175.60,1
2176.40,1
2176.70,1
2177.00,1
2177.30,1
2177.90,2
2181.10,1
2182.70,1
2184.10,1
2184.50,1
2184.70,1
2184.90,1
2185.10,1
2185.50,1
2185.80,1
2186.10,1
2186.80,1
2187.40,1
2188.00,1
2188.30,1
2188.40,2
2188.50,1
2189.60,1
2190.10,1
2191.20,1
2191.40,3
2191.50,1
2191.70,1
2192.00,1
2192.70,1
2192.90,1
2193.00,1
2193.30,1
2193.40,1
2193.80,1
2193.90,1
2194.60,1
2194.80,2
2194.90,1
2195.00,1
2195.10,1
2195.20,1
2195.60,1
2196.50,1
2197.20,1
2197.30,1
2198.10,1
2198.40,1
2199.00,1
2199.30,1
2200.30,2
2200.60,1
2200.70,1
2201.00,2
2201.30,1
2201.80,1
2202.40,2
2202.90,1
2203.10,1
2203.20,2
2203.30,1
2203.40,2
2203.50,1
2204.30,1
2204.40,1
2205.20,1
2205.60,2
2206.10,1
2207.30,3
2207.60,1
2208.10,1
2209.20,1
2209.70,1
2210.10,1
2211.20,1
2212.10,1
2212.20,1
2213.00,1
2213.30,2
2213.40,1
2213.90,2
2214.30,1
2214.60,1
2215.30,2
2215.50,1
2215.70,1
2215.80,1
2216.80,1
2217.40,1
2217.70,1
2218.00,1
2218.40,1
2218.60,1
2219.10,1
2219.20,2
2219.90,1
2220.30,1
2220.90,2
2221.10,1
2221.20,1
2221.50,1
2222.00,1
2222.10,1
2222.60,1
2222.80,1
2223.10,1
2223.20,1
2223.90,1
2224.80,1
2224.90,1
2225.80,1
2226.20,1
2226.30,1
2226.40,1
2226.60,2
2226.70,1
2226.80,1
2227.00,1
2228.10,1
2228.80,1
2229.20,1
2229.90,1
2230.20,1
2230.30,1
2230.60,1
2230.90,1
2231.10,1
2231.50,1
2231.70,2
2231.90,3
2232.00,1
2232.20,1
2232.30,1
2232.40,1
2233.20,1
2234.80,1
2235.20,2
2236.00,1
2236.20,1
2236.30,1
2237.20,1
2237.70,1
2238.20,1
2238.30,1
2238.50,2
2238.60,1
2238.80,1
2238.90,2
2239.50,1
2239.80,2
2240.00,1
2240.30,1
2240.50,1
2240.70,1
2241.00,1
2241.10,1
2241.20,1
2242.10,1
2242.80,1
2243.00,2
2243.30,1
2243.40,1
2243.60,2
2243.90,1
2244.20,1
2244.40,1
2244.90,1
2245.30,1
2245.90,2
2246.00,2
2246.30,1
2246.40,2
2246.60,1
2246.90,2
2247.00,1
2247.40,1
2247.50,1
2247.60,1
2247.70,1
2248.70,1
2248.80,1
2249.00,1
2249.20,2
2249.40,1
2249.50,1
2249.70,1
2249.90,1
2250.60,1
2250.80,1
2251.10,1
2251.20,1
2252.00,1
2252.10,1
